#id subset paternal_id maternal_id gender population
HG02155 3 0 0 2 CDX
HG02156 3 0 0 2 CDX
HG02164 1 0 0 2 CDX
HG02165 2 0 0 2 CDX
HG02166 3 0 0 2 CDX
HG02178 2 0 0 2 CDX
HG02179 3 0 0 2 CDX
HG02180 2 0 0 2 CDX
HG02181 3 0 0 2 CDX
HG02182 2 0 0 2 CDX
HG02184 3 0 0 2 CDX
HG02185 1 0 0 2 CDX
HG02186 3 0 0 2 CDX
HG02187 1 0 0 2 CDX
HG02188 1 0 0 2 CDX
HG02190 1 0 0 2 CDX
HG02215 3 0 0 2 GBR
HG02219 3 0 0 1 IBS
HG02220 2 0 0 2 IBS
HG02221 2 0 0 1 IBS
HG02223 2 0 0 2 IBS
HG02224 3 0 0 1 IBS
HG02230 1 0 0 2 IBS
HG02231 1 0 0 1 IBS
HG02232 3 0 0 2 IBS
HG02233 3 0 0 1 IBS
HG02235 3 0 0 2 IBS
HG02236 2 0 0 1 IBS
HG02238 3 0 0 1 IBS
HG02239 2 0 0 2 IBS
HG02250 3 0 0 1 CDX
HG02252 3 0 0 2 PEL
HG02253 1 0 0 1 PEL
HG02255 2 0 0 1 ACB
HG02256 2 0 0 2 ACB
HG02259 2 0 0 1 PEL
HG02260 1 0 0 2 PEL
HG02262 3 0 0 1 PEL
HG02265 2 0 0 1 PEL
HG02266 2 0 0 2 PEL
HG02271 3 0 0 1 PEL
HG02272 2 0 0 2 PEL
HG02274 2 0 0 1 PEL
HG02275 1 0 0 2 PEL
HG02277 3 0 0 1 PEL
HG02278 3 0 0 2 PEL
HG02281 3 0 0 1 ACB
HG02282 2 0 0 2 ACB
HG02283 3 0 0 1 ACB
HG02284 1 0 0 1 ACB
HG02285 2 0 0 1 PEL
HG02286 2 0 0 2 PEL
HG02291 1 0 0 1 PEL
HG02292 1 0 0 2 PEL
HG02298 1 0 0 2 PEL
HG02299 2 0 0 1 PEL
HG02301 2 0 0 2 PEL
HG02304 2 0 0 1 PEL
HG02307 3 0 0 1 ACB
HG02308 1 0 0 2 ACB
HG02309 2 0 0 2 ACB
HG02312 3 0 0 2 PEL
HG02314 3 0 0 1 ACB
HG02315 1 0 0 2 ACB
HG02317 1 0 0 1 ACB
HG02318 1 0 0 2 ACB
HG02322 2 0 0 2 ACB
HG02323 3 0 0 1 ACB
HG02325 2 0 0 2 ACB
HG02330 1 0 0 1 ACB
HG02332 2 0 0 1 ACB
HG02334 1 0 0 1 ACB
HG02337 3 0 0 2 ACB
HG02339 2 0 0 2 ACB
HG02343 3 0 0 1 ACB
HG02345 2 0 0 2 PEL
HG02348 2 0 0 2 PEL
HG02351 3 0 0 1 CDX
HG02353 1 0 0 1 CDX
HG02355 1 0 0 1 CDX
HG02356 3 0 0 1 CDX
HG02360 1 0 0 1 CDX
HG02364 2 0 0 1 CDX
HG02367 3 0 0 1 CDX
HG02371 1 0 0 1 CDX
HG02373 2 0 0 1 CDX
HG02374 2 0 0 1 CDX
HG02375 2 0 0 1 CDX
HG02379 2 0 0 1 CDX
HG02380 2 0 0 1 CDX
HG02382 3 0 0 1 CDX
HG02383 3 0 0 1 CDX
HG02384 3 0 0 1 CDX
HG02385 2 0 0 1 CDX
HG02386 1 0 0 1 CDX
HG02389 2 0 0 1 CDX
HG02390 3 0 0 1 CDX
HG02391 2 0 0 1 CDX
HG02392 2 0 0 1 CDX
HG02394 1 0 0 1 CDX
HG02395 1 0 0 1 CDX
HG02396 1 0 0 1 CDX
HG02397 2 0 0 1 CDX
HG02398 1 0 0 1 CDX
HG02399 3 0 0 1 CDX
HG02401 3 0 0 1 CDX
HG02402 1 0 0 1 CDX
HG02406 2 0 0 1 CDX
HG02407 3 0 0 1 CDX
HG02408 1 0 0 1 CDX
HG02409 1 0 0 1 CDX
HG02410 2 0 0 1 CDX
HG02419 3 0 0 2 ACB
HG02420 1 0 0 1 ACB
HG02425 3 0 0 2 PEL
HG02427 2 0 0 2 ACB
HG02429 3 0 0 1 ACB
HG02433 1 0 0 1 ACB
HG02439 1 0 0 1 ACB
HG02442 1 0 0 1 ACB
HG02445 3 0 0 1 ACB
HG02449 3 0 0 1 ACB
HG02450 1 0 0 2 ACB
HG02455 3 0 0 1 ACB
HG02461 2 0 0 1 GWD
HG02462 3 0 0 2 GWD
HG02464 1 0 0 1 GWD
HG02465 2 0 0 2 GWD
HG02470 2 0 0 1 ACB
HG02471 3 0 0 2 ACB
HG02476 3 0 0 2 ACB
HG02477 2 0 0 2 ACB
HG02479 1 0 0 2 ACB
HG02481 1 0 0 1 ACB
HG02484 1 0 0 1 ACB
HG02485 2 0 0 2 ACB
HG02489 1 0 0 1 ACB
HG02490 3 0 0 1 PJL
HG02491 2 0 0 2 PJL
HG02493 1 0 0 1 PJL
HG02494 1 0 0 2 PJL
HG02496 3 0 0 1 ACB
HG02497 2 0 0 2 ACB
HG02501 1 0 0 1 ACB
HG02502 3 0 0 2 ACB
HG02505 3 0 0 2 ACB
HG02508 2 0 0 2 ACB
HG02511 3 0 0 2 ACB
HG02512 1 0 0 1 KHV
HG02513 1 0 0 2 KHV
HG02521 3 0 0 1 KHV
HG02522 2 0 0 2 KHV
HG02536 1 0 0 1 ACB
HG02537 1 0 0 2 ACB
HG02541 2 0 0 1 ACB
HG02545 1 0 0 1 ACB
HG02546 3 0 0 2 ACB
HG02549 3 0 0 2 ACB
HG02554 2 0 0 1 ACB
HG02555 1 0 0 2 ACB
HG02557 1 0 0 1 ACB
HG02558 1 0 0 2 ACB
HG02561 3 0 0 1 GWD
HG02562 1 0 0 2 GWD
HG02568 1 0 0 2 GWD
HG02570 1 0 0 1 GWD
HG02571 2 0 0 2 GWD
HG02573 2 0 0 1 GWD
HG02574 2 0 0 2 GWD
HG02577 3 0 0 2 ACB
HG02580 2 0 0 2 ACB
HG02582 2 0 0 1 GWD
HG02583 2 0 0 2 GWD
HG02585 1 0 0 1 GWD
HG02586 3 0 0 2 GWD
HG02588 1 0 0 1 GWD
HG02589 2 0 0 2 GWD
HG02594 3 0 0 1 GWD
HG02595 2 0 0 2 GWD
HG02597 3 0 0 1 PJL
HG02600 3 0 0 1 PJL
HG02601 3 0 0 2 PJL
HG02603 1 0 0 1 PJL
HG02604 3 0 0 2 PJL
HG02610 3 0 0 1 GWD
HG02611 1 0 0 2 GWD
HG02613 2 0 0 1 GWD
HG02614 3 0 0 2 GWD
HG02620 3 0 0 1 GWD
HG02621 2 0 0 2 GWD
HG02623 2 0 0 1 GWD
HG02624 1 0 0 2 GWD
HG02628 1 0 0 1 GWD
HG02629 3 0 0 2 GWD
HG02634 1 0 0 1 GWD
HG02635 1 0 0 2 GWD
HG02642 1 0 0 1 GWD
HG02643 2 0 0 2 GWD
HG02645 3 0 0 1 GWD
HG02646 3 0 0 2 GWD
HG02648 1 0 0 1 PJL
HG02649 2 0 0 2 PJL
HG02651 1 0 0 1 PJL
HG02652 3 0 0 2 PJL
HG02654 3 0 0 1 PJL
HG02655 2 0 0 2 PJL
HG02657 1 0 0 1 PJL
HG02658 3 0 0 2 PJL
HG02660 2 0 0 1 PJL
HG02661 1 0 0 2 PJL
HG02666 1 0 0 1 GWD
HG02667 2 0 0 2 GWD
HG02675 1 0 0 1 GWD
HG02676 3 0 0 2 GWD
HG02678 3 0 0 1 GWD
HG02679 1 0 0 2 GWD
HG02681 1 0 0 1 PJL
HG02682 2 0 0 2 PJL
HG02684 2 0 0 1 PJL
HG02685 1 0 0 2 PJL
HG02687 1 0 0 1 PJL
HG02688 3 0 0 2 PJL
HG02690 2 0 0 1 PJL
HG02691 2 0 0 2 PJL
HG02694 3 0 0 2 PJL
HG02696 2 0 0 1 PJL
HG02697 1 0 0 2 PJL
HG02699 3 0 0 1 PJL
HG02700 2 0 0 2 PJL
HG02702 1 0 0 1 GWD
HG02703 2 0 0 2 GWD
HG02715 1 0 0 1 GWD
HG02716 3 0 0 2 GWD
HG02721 1 0 0 1 GWD
HG02722 2 0 0 2 GWD
HG02724 1 0 0 1 PJL
HG02725 3 0 0 2 PJL
HG02727 2 0 0 1 PJL
HG02728 1 0 0 2 PJL
HG02731 3 0 0 2 PJL
HG02733 1 0 0 1 PJL
HG02734 1 0 0 2 PJL
HG02736 3 0 0 1 PJL
HG02737 3 0 0 2 PJL
HG02756 3 0 0 1 GWD
HG02757 1 0 0 2 GWD
HG02759 1 0 0 1 GWD
HG02760 1 0 0 2 GWD
HG02763 3 0 0 2 GWD
HG02768 1 0 0 1 GWD
HG02769 1 0 0 2 GWD
HG02771 1 0 0 1 GWD
HG02772 1 0 0 2 GWD
HG02774 1 0 0 1 PJL
HG02775 1 0 0 2 PJL
HG02778 3 0 0 2 PJL
HG02780 2 0 0 1 PJL
HG02783 3 0 0 1 PJL
HG02784 1 0 0 2 PJL
HG02786 2 0 0 1 PJL
HG02787 2 0 0 2 PJL
HG02789 1 0 0 1 PJL
HG02790 1 0 0 2 PJL
HG02792 3 0 0 1 PJL
HG02793 3 0 0 2 PJL
HG02798 2 0 0 1 GWD
HG02799 3 0 0 2 GWD
HG02804 3 0 0 1 GWD
HG02805 1 0 0 2 GWD
HG02807 1 0 0 1 GWD
HG02808 2 0 0 2 GWD
HG02810 3 0 0 1 GWD
HG02811 2 0 0 2 GWD
HG02813 1 0 0 1 GWD
HG02814 2 0 0 2 GWD
HG02816 1 0 0 1 GWD
HG02817 1 0 0 2 GWD
HG02819 3 0 0 1 GWD
HG02820 3 0 0 2 GWD
HG02836 1 0 0 1 GWD
HG02837 2 0 0 2 GWD
HG02839 2 0 0 1 GWD
HG02840 1 0 0 2 GWD
HG02851 1 0 0 1 GWD
HG02852 3 0 0 2 GWD
HG02854 2 0 0 1 GWD
HG02855 3 0 0 2 GWD
HG02860 3 0 0 1 GWD
HG02861 1 0 0 2 GWD
HG02870 3 0 0 2 GWD
HG02878 1 0 0 1 GWD
HG02879 1 0 0 2 GWD
HG02881 1 0 0 1 GWD
HG02882 2 0 0 2 GWD
HG02884 3 0 0 1 GWD
HG02885 3 0 0 2 GWD
HG02887 1 0 0 1 GWD
HG02888 2 0 0 2 GWD
HG02890 1 0 0 1 GWD
HG02891 2 0 0 2 GWD
HG02895 2 0 0 1 GWD
HG02896 3 0 0 2 GWD
HG02922 2 0 0 2 ESN
HG02923 1 0 0 1 ESN
HG02938 1 0 0 1 ESN
HG02941 3 0 0 1 ESN
HG02943 1 0 0 2 ESN
HG02944 3 0 0 1 ESN
HG02946 1 0 0 2 ESN
HG02947 3 0 0 1 ESN
HG02952 3 0 0 2 ESN
HG02953 2 0 0 1 ESN
HG02968 1 0 0 1 ESN
HG02970 1 0 0 2 ESN
HG02971 1 0 0 1 ESN
HG02973 3 0 0 1 ESN
HG02974 2 0 0 2 ESN
HG02976 2 0 0 2 ESN
HG02977 1 0 0 1 ESN
HG02979 2 0 0 2 ESN
HG02981 3 0 0 1 ESN
HG02982 3 0 0 1 GWD
HG02983 3 0 0 2 GWD
HG03006 2 0 0 1 BEB
HG03007 3 0 0 2 BEB
HG03009 1 0 0 1 BEB
HG03012 1 0 0 1 BEB
HG03015 3 0 0 1 PJL
HG03016 1 0 0 2 PJL
HG03018 3 0 0 1 PJL
HG03019 3 0 0 2 PJL
HG03021 1 0 0 1 PJL
HG03022 1 0 0 2 PJL
HG03024 1 0 0 1 GWD
HG03025 2 0 0 2 GWD
HG03027 3 0 0 1 GWD
HG03028 1 0 0 2 GWD
HG03039 1 0 0 1 GWD
HG03040 1 0 0 2 GWD
HG03045 3 0 0 1 GWD
HG03046 3 0 0 2 GWD
HG03048 1 0 0 1 GWD
HG03049 2 0 0 2 GWD
HG03052 1 0 0 2 MSL
HG03054 3 0 0 1 MSL
HG03055 2 0 0 2 MSL
HG03057 3 0 0 1 MSL
HG03058 3 0 0 2 MSL
HG03060 1 0 0 1 MSL
HG03061 2 0 0 2 MSL
HG03063 2 0 0 1 MSL
HG03064 3 0 0 2 MSL
HG03066 1 0 0 1 MSL
HG03069 1 0 0 1 MSL
HG03072 2 0 0 1 MSL
HG03073 3 0 0 2 MSL
HG03074 3 0 0 1 MSL
HG03077 1 0 0 1 MSL
HG03078 2 0 0 1 MSL
HG03079 1 0 0 2 MSL
HG03081 2 0 0 1 MSL
HG03082 1 0 0 2 MSL
HG03084 1 0 0 1 MSL
HG03085 1 0 0 2 MSL
HG03086 2 0 0 2 MSL
HG03088 1 0 0 2 MSL
HG03091 1 0 0 2 MSL
HG03095 3 0 0 2 MSL
HG03096 1 0 0 1 MSL
HG03097 1 0 0 2 MSL
HG03099 3 0 0 2 ESN
HG03100 3 0 0 1 ESN
HG03103 3 0 0 1 ESN
HG03105 3 0 0 2 ESN
HG03108 3 0 0 2 ESN
HG03109 3 0 0 1 ESN
HG03111 2 0 0 2 ESN
HG03112 2 0 0 1 ESN
HG03114 3 0 0 2 ESN
HG03115 1 0 0 1 ESN
HG03117 1 0 0 2 ESN
HG03118 2 0 0 1 ESN
HG03120 3 0 0 1 ESN
HG03121 3 0 0 2 ESN
HG03123 2 0 0 2 ESN
HG03124 2 0 0 1 ESN
HG03126 2 0 0 2 ESN
HG03127 1 0 0 1 ESN
HG03129 3 0 0 2 ESN
HG03130 3 0 0 1 ESN
HG03132 2 0 0 2 ESN
HG03133 3 0 0 1 ESN
HG03135 3 0 0 2 ESN
HG03136 3 0 0 1 ESN
HG03139 2 0 0 1 ESN
HG03157 2 0 0 1 ESN
HG03159 1 0 0 2 ESN
HG03160 2 0 0 1 ESN
HG03162 1 0 0 2 ESN
HG03163 1 0 0 1 ESN
HG03166 2 0 0 1 ESN
HG03168 1 0 0 2 ESN
HG03169 1 0 0 1 ESN
HG03172 1 0 0 1 ESN
HG03175 3 0 0 1 ESN
HG03189 3 0 0 2 ESN
HG03190 1 0 0 1 ESN
HG03193 3 0 0 1 ESN
HG03195 1 0 0 2 ESN
HG03196 2 0 0 1 ESN
HG03198 1 0 0 2 ESN
HG03199 2 0 0 1 ESN
HG03202 1 0 0 1 ESN
HG03209 3 0 0 1 MSL
HG03212 1 0 0 2 MSL
HG03224 1 0 0 1 MSL
HG03225 2 0 0 1 MSL
HG03228 1 0 0 1 PJL
HG03229 1 0 0 2 PJL
HG03234 3 0 0 1 PJL
HG03235 3 0 0 2 PJL
HG03237 3 0 0 1 PJL
HG03238 3 0 0 2 PJL
HG03240 2 0 0 1 GWD
HG03241 2 0 0 2 GWD
HG03246 3 0 0 1 GWD
HG03247 3 0 0 2 GWD
HG03258 3 0 0 1 GWD
HG03259 2 0 0 2 GWD
HG03265 2 0 0 1 ESN
HG03267 1 0 0 2 ESN
HG03268 3 0 0 1 ESN
HG03270 3 0 0 2 ESN
HG03271 1 0 0 1 ESN
HG03279 3 0 0 2 ESN
HG03280 1 0 0 1 ESN
HG03291 2 0 0 2 ESN
HG03294 3 0 0 2 ESN
HG03295 2 0 0 1 ESN
HG03297 2 0 0 2 ESN
HG03298 1 0 0 1 ESN
HG03300 1 0 0 2 ESN
HG03301 2 0 0 1 ESN
HG03303 2 0 0 2 ESN
HG03304 2 0 0 1 ESN
HG03311 1 0 0 1 ESN
HG03313 2 0 0 1 ESN
HG03342 2 0 0 2 ESN
HG03343 2 0 0 1 ESN
HG03351 2 0 0 2 ESN
HG03352 3 0 0 1 ESN
HG03354 2 0 0 2 ESN
HG03363 3 0 0 2 ESN
HG03366 1 0 0 2 ESN
HG03367 3 0 0 1 ESN
HG03369 1 0 0 2 ESN
HG03370 2 0 0 1 ESN
HG03372 2 0 0 2 ESN
HG03376 3 0 0 1 MSL
HG03378 3 0 0 2 MSL
HG03380 1 0 0 2 MSL
HG03382 1 0 0 1 MSL
HG03385 1 0 0 1 MSL
HG03388 3 0 0 1 MSL
HG03391 2 0 0 1 MSL
HG03394 1 0 0 1 MSL
HG03397 3 0 0 1 MSL
HG03401 3 0 0 2 MSL
HG03410 3 0 0 2 MSL
HG03419 2 0 0 2 MSL
HG03428 3 0 0 2 MSL
HG03432 2 0 0 1 MSL
HG03433 1 0 0 1 MSL
HG03436 3 0 0 1 MSL
HG03437 2 0 0 2 MSL
HG03439 1 0 0 1 MSL
HG03442 2 0 0 1 MSL
HG03445 1 0 0 1 MSL
HG03446 3 0 0 2 MSL
HG03449 2 0 0 2 MSL
HG03451 2 HG03466 0 1 MSL
HG03452 2 0 0 2 MSL
HG03455 2 0 0 2 MSL
HG03457 2 0 0 1 MSL
HG03458 2 0 0 2 MSL
HG03460 2 0 0 1 MSL
HG03461 2 0 0 2 MSL
HG03464 2 0 0 2 MSL
HG03469 2 0 0 1 MSL
HG03470 2 0 0 2 MSL
HG03472 1 0 0 1 MSL
HG03473 3 0 0 2 MSL
HG03476 2 0 0 2 MSL
HG03478 2 0 0 1 MSL
HG03479 2 0 0 2 MSL
HG03484 2 0 0 1 MSL
HG03485 2 0 0 2 MSL
HG03488 3 0 0 2 PJL
HG03490 3 0 0 1 PJL
HG03491 2 0 0 2 PJL
HG03499 3 0 0 2 ESN
HG03511 3 0 0 2 ESN
HG03514 1 0 0 2 ESN
HG03515 3 0 0 1 ESN
HG03517 1 0 0 2 ESN
HG03518 2 0 0 1 ESN
HG03520 1 0 0 2 ESN
HG03521 1 0 0 1 ESN
HG03538 3 0 0 1 GWD
HG03539 2 0 0 2 GWD
HG03547 1 0 0 1 MSL
HG03548 2 0 0 2 MSL
HG03556 2 0 0 1 MSL
HG03557 3 0 0 2 MSL
HG03558 2 0 0 2 MSL
HG03559 3 0 0 1 MSL
HG03563 1 0 0 2 MSL
HG03565 2 0 0 1 MSL
HG03567 1 0 0 2 MSL
HG03571 3 0 0 1 MSL
HG03572 3 0 0 2 MSL
HG03575 3 0 0 2 MSL
HG03577 1 0 0 1 MSL
HG03578 1 0 0 2 MSL
HG03583 1 0 0 2 MSL
HG03585 1 0 0 1 BEB
HG03589 1 0 0 2 BEB
HG03593 3 0 0 1 BEB
HG03594 1 0 0 1 BEB
HG03595 3 0 0 2 BEB
HG03598 1 0 0 2 BEB
HG03600 3 0 0 1 BEB
HG03603 1 0 0 1 BEB
HG03604 2 0 0 2 BEB
HG03607 2 0 0 2 BEB
HG03611 2 0 0 2 BEB
HG03615 3 0 0 1 BEB
HG03616 3 0 0 2 BEB
HG03619 2 0 0 2 PJL
HG03624 1 0 0 1 PJL
HG03625 2 0 0 2 PJL
HG03629 3 0 0 1 PJL
HG03631 3 0 0 2 PJL
HG03634 1 0 0 2 PJL
HG03636 3 0 0 1 PJL
HG03640 3 0 0 2 PJL
HG03642 2 0 0 2 STU
HG03643 2 0 0 2 STU
HG03644 1 0 0 1 STU
HG03645 3 0 0 2 STU
HG03646 3 0 0 1 STU
HG03649 1 0 0 1 PJL
HG03652 1 0 0 1 PJL
HG03653 2 0 0 2 PJL
HG03660 3 0 0 1 PJL
HG03663 3 0 0 1 PJL
HG03667 1 0 0 1 PJL
HG03668 1 0 0 2 PJL
HG03672 3 0 0 1 STU
HG03673 1 0 0 2 STU
HG03679 2 0 0 1 STU
HG03680 2 0 0 1 STU
HG03681 1 0 0 1 STU
HG03684 1 0 0 2 STU
HG03685 1 0 0 1 STU
HG03686 2 0 0 1 STU
HG03687 2 0 0 1 STU
HG03689 2 0 0 2 STU
HG03690 1 0 0 2 STU
HG03691 2 0 0 1 STU
HG03692 2 0 0 2 STU
HG03693 1 0 0 1 STU
HG03694 2 0 0 1 STU
HG03695 2 0 0 1 STU
HG03696 2 0 0 1 STU
HG03697 1 0 0 1 STU
HG03698 3 0 0 2 STU
HG03702 2 0 0 1 PJL
HG03703 3 0 0 2 PJL
HG03705 2 0 0 1 PJL
HG03706 1 0 0 2 PJL
HG03708 1 0 0 1 PJL
HG03709 2 0 0 2 PJL
HG03711 1 0 0 1 STU
HG03713 1 0 0 1 ITU
HG03714 1 0 0 2 ITU
HG03716 2 0 0 1 ITU
HG03717 1 0 0 2 ITU
HG03718 3 0 0 1 ITU
HG03720 3 0 0 1 ITU
HG03722 3 0 0 2 ITU
HG03727 3 0 0 1 ITU
HG03729 2 0 0 1 ITU
HG03730 3 0 0 2 ITU
HG03731 3 0 0 2 ITU
HG03733 2 0 0 2 STU
HG03736 2 0 0 2 STU
HG03738 2 0 0 1 STU
HG03740 2 0 0 1 STU
HG03741 1 0 0 2 STU
HG03742 3 0 0 1 ITU
HG03743 2 0 0 1 STU
HG03744 1 0 0 1 STU
HG03745 1 0 0 1 STU
HG03746 3 0 0 1 STU
HG03750 3 0 0 1 STU
HG03752 3 0 0 2 STU
HG03753 1 0 0 1 STU
HG03754 2 0 0 2 STU
HG03755 2 0 0 1 STU
HG03756 1 0 0 2 STU
HG03757 3 0 0 2 STU
HG03760 2 0 0 2 STU
HG03762 1 0 0 2 PJL
HG03765 1 0 0 2 PJL
HG03767 2 0 0 1 PJL
HG03770 3 0 0 2 ITU
HG03771 2 0 0 1 ITU
HG03772 2 0 0 2 ITU
HG03773 3 0 0 1 ITU
HG03774 3 0 0 2 ITU
HG03775 3 0 0 1 ITU
HG03777 2 0 0 1 ITU
HG03778 2 0 0 1 ITU
HG03779 1 0 0 1 ITU
HG03780 1 0 0 2 ITU
HG03781 1 0 0 2 ITU
HG03782 1 0 0 2 ITU
HG03784 1 0 0 2 ITU
HG03785 3 0 0 1 ITU
HG03786 2 0 0 1 ITU
HG03787 2 0 0 2 ITU
HG03788 2 0 0 1 ITU
HG03789 1 0 0 2 ITU
HG03790 2 0 0 1 ITU
HG03792 3 0 0 1 ITU
HG03793 3 0 0 2 BEB
HG03796 3 0 0 2 BEB
HG03800 1 0 0 1 BEB
HG03802 2 0 0 2 BEB
HG03803 1 0 0 1 BEB
HG03805 3 0 0 2 BEB
HG03808 1 0 0 2 BEB
HG03809 1 0 0 1 BEB
HG03812 1 0 0 1 BEB
HG03814 2 0 0 2 BEB
HG03815 2 0 0 1 BEB
HG03817 2 0 0 2 BEB
HG03821 2 0 0 1 BEB
HG03823 3 0 0 2 BEB
HG03824 1 0 0 1 BEB
HG03826 1 0 0 2 BEB
HG03829 3 0 0 2 BEB
HG03830 2 0 0 1 BEB
HG03832 1 0 0 2 BEB
HG03833 3 0 0 1 BEB
HG03836 2 0 0 2 STU
HG03837 3 0 0 1 STU
HG03838 2 0 0 2 STU
HG03844 2 0 0 1 STU
HG03846 3 0 0 1 STU
HG03848 1 0 0 1 STU
HG03849 3 0 0 2 STU
HG03850 2 0 0 1 STU
HG03851 2 0 0 1 STU
HG03854 1 0 0 1 STU
HG03856 3 0 0 1 STU
HG03857 2 0 0 2 STU
HG03858 2 0 0 2 STU
HG03861 1 0 0 2 ITU
HG03862 3 0 0 2 ITU
HG03863 3 0 0 2 ITU
HG03864 2 0 0 1 ITU
HG03866 1 0 0 1 ITU
HG03867 2 0 0 1 ITU
HG03868 1 0 0 2 ITU
HG03869 3 0 0 1 ITU
HG03870 2 0 0 1 ITU
HG03871 3 0 0 1 ITU
HG03872 2 0 0 1 ITU
HG03873 3 0 0 2 ITU
HG03874 3 0 0 2 ITU
HG03875 2 0 0 1 ITU
HG03882 1 0 0 2 ITU
HG03884 2 0 0 2 STU
HG03885 2 0 0 1 STU
HG03886 2 0 0 2 STU
HG03887 2 0 0 1 STU
HG03888 3 0 0 2 STU
HG03890 3 0 0 1 STU
HG03894 2 0 0 2 STU
HG03895 3 0 0 2 STU
HG03896 3 0 0 1 STU
HG03897 1 0 0 2 STU
HG03898 3 0 0 2 STU
HG03899 1 0 0 1 STU
HG03900 2 0 0 1 STU
HG03902 3 0 0 1 BEB
HG03905 1 0 0 1 BEB
HG03907 2 0 0 2 BEB
HG03908 3 0 0 1 BEB
HG03910 1 0 0 2 BEB
HG03911 1 0 0 1 BEB
HG03913 3 0 0 2 BEB
HG03914 3 0 0 1 BEB
HG03916 3 0 0 2 BEB
HG03917 2 0 0 1 BEB
HG03919 2 0 0 2 BEB
HG03920 1 0 0 1 BEB
HG03922 3 0 0 2 BEB
HG03925 1 0 0 2 BEB
HG03926 3 0 0 1 BEB
HG03928 1 0 0 2 BEB
HG03931 3 0 0 2 BEB
HG03934 1 0 0 2 BEB
HG03937 3 0 0 2 BEB
HG03940 3 0 0 2 BEB
HG03941 3 0 0 1 BEB
HG03943 3 0 0 1 STU
HG03944 1 0 HG04067 2 STU
HG03945 1 0 0 2 STU
HG03947 2 0 0 2 STU
HG03949 2 0 0 2 STU
HG03950 1 0 0 1 STU
HG03951 3 0 0 2 STU
HG03953 2 0 0 1 STU
HG03955 3 0 0 2 STU
HG03960 2 0 0 1 ITU
HG03963 2 0 0 1 ITU
HG03965 1 0 0 1 ITU
HG03967 2 0 0 1 ITU
HG03968 1 0 0 2 ITU
HG03969 1 0 0 1 ITU
HG03971 2 0 0 1 ITU
HG03973 1 0 0 2 ITU
HG03974 1 0 0 1 ITU
HG03976 2 0 0 1 ITU
HG03977 2 0 0 2 ITU
HG03978 2 0 0 1 ITU
HG03985 3 0 0 1 STU
HG03986 3 0 0 2 STU
HG03989 2 0 0 2 STU
HG03990 1 0 0 1 STU
HG03991 3 0 0 1 STU
HG03995 1 0 0 2 STU
HG03998 3 0 0 1 STU
HG03999 1 0 0 1 STU
HG04001 2 0 0 2 ITU
HG04002 1 0 0 1 ITU
HG04003 1 0 0 1 STU
HG04006 2 0 0 1 STU
HG04014 2 0 0 2 ITU
HG04015 1 0 0 1 ITU
HG04017 2 0 0 1 ITU
HG04018 2 0 0 2 ITU
HG04019 1 0 0 1 ITU
HG04020 1 0 0 1 ITU
HG04022 1 0 0 1 ITU
HG04023 3 0 0 1 ITU
HG04025 3 0 0 2 ITU
HG04026 3 0 0 2 ITU
HG04029 2 0 0 2 STU
HG04033 3 0 0 1 STU
HG04035 3 0 0 2 STU
HG04038 1 0 0 2 STU
HG04039 2 0 0 1 STU
HG04042 2 0 0 2 STU
HG04047 2 0 0 2 STU
HG04054 3 0 0 2 ITU
HG04056 2 0 0 1 ITU
HG04059 2 0 0 2 ITU
HG04060 1 0 0 1 ITU
HG04061 1 0 0 1 ITU
HG04062 1 0 0 2 ITU
HG04063 3 0 0 2 ITU
HG04070 3 0 0 2 ITU
HG04075 2 0 0 2 STU
HG04076 3 0 0 2 ITU
HG04080 1 0 0 1 ITU
HG04090 2 0 0 2 ITU
HG04093 2 0 0 1 ITU
HG04094 3 0 0 1 ITU
HG04096 1 0 0 1 ITU
HG04098 3 0 0 1 ITU
HG04099 1 0 0 2 STU
HG04100 3 0 0 1 STU
HG04106 1 0 0 2 STU
HG04107 3 0 0 1 STU
HG04118 3 0 0 2 ITU
HG04131 3 0 0 1 BEB
HG04134 1 0 0 1 BEB
HG04140 2 0 0 1 BEB
HG04141 3 0 0 2 BEB
HG04144 1 0 0 2 BEB
HG04146 2 0 0 1 BEB
HG04152 3 0 0 1 BEB
HG04153 2 0 0 2 BEB
HG04155 2 0 0 1 BEB
HG04156 1 0 0 2 BEB
HG04158 1 0 0 1 BEB
HG04159 1 0 0 2 BEB
HG04161 2 0 0 1 BEB
HG04162 1 0 0 2 BEB
HG04164 1 0 0 1 BEB
HG04171 1 0 0 2 BEB
HG04173 1 0 0 1 BEB
HG04176 2 0 0 1 BEB
HG04177 2 0 0 2 BEB
HG04180 1 0 0 2 BEB
HG04182 2 0 0 1 BEB
HG04183 2 0 0 2 BEB
HG04185 2 0 0 1 BEB
HG04186 3 0 0 2 BEB
HG04188 1 0 0 1 BEB
HG04189 2 0 0 2 BEB
HG04194 3 0 0 1 BEB
HG04195 3 0 0 2 BEB
HG04198 1 0 0 1 ITU
HG04200 1 0 0 2 ITU
HG04202 3 0 0 2 ITU
HG04206 2 0 0 1 ITU
HG04209 3 0 0 2 ITU
HG04210 1 0 0 1 STU
HG04211 2 0 0 1 ITU
HG04212 2 0 0 2 ITU
HG04214 2 0 0 2 ITU
HG04216 2 0 0 2 ITU
HG04219 3 0 0 1 ITU
